class_id,task_id,paper_id,year,session,variant,task_ref,subject,item,task_level,page,task_text,test_path,test_url
9,2022-sesiunea-de-baza-test-ii-3,2022-sesiunea-de-baza-test,2022,Sesiunea de baza,,II.3,II,3,item,5,3 Descrie două consecințe ale adoptării Constituției României din 1923. Consecința 1: Consecința 2: 2 3 4,!Teste examene 2016 - 2024/2022/Sesiunea de baza/09_ist_test_ro_sb22.pdf,pdfs/2022-sesiunea-de-baza-test.pdf#page=5
9,2022-sesiunea-de-baza-test-ii-4,2022-sesiunea-de-baza-test,2022,Sesiunea de baza,,II.4,II,4,item,5,4 Identifică opinia autorului sursei C despre Constituția din 1923.,!Teste examene 2016 - 2024/2022/Sesiunea de baza/09_ist_test_ro_sb22.pdf,pdfs/2022-sesiunea-de-baza-test.pdf#page=5
9,2022-sesiunea-de-baza-test-ii-5,2022-sesiunea-de-baza-test,2022,Sesiunea de baza,,II.5,II,5,item,5,5 Determină două caracteristici specifice reformei agrare basarabene din 1921. 2: 2 3,!Teste examene 2016 - 2024/2022/Sesiunea de baza/09_ist_test_ro_sb22.pdf,pdfs/2022-sesiunea-de-baza-test.pdf#page=5
9,2022-sesiunea-de-baza-test-ii-6,2022-sesiunea-de-baza-test,2022,Sesiunea de baza,,II.6,II,6,item,5,"6 Numește o personalitate istorică, care a contribuit la consolidarea societății românești interbelice. Formulează două argumente. Personalitatea: 1. 2. 2 3 4 5",!Teste examene 2016 - 2024/2022/Sesiunea de baza/09_ist_test_ro_sb22.pdf,pdfs/2022-sesiunea-de-baza-test.pdf#page=5
9,2022-sesiunea-de-baza-test-ii-7,2022-sesiunea-de-baza-test,2022,Sesiunea de baza,,II.7,II,7,item,5,7 Exprimă-ți opinia : Constituția din 1923 a favorizat o adevărată înflorire a sistemului democratic românesc interbelic? Formulează două argumente. 2 3 4 5,!Teste examene 2016 - 2024/2022/Sesiunea de baza/09_ist_test_ro_sb22.pdf,pdfs/2022-sesiunea-de-baza-test.pdf#page=5
9,2022-sesiunea-de-baza-test-iii-essay,2022-sesiunea-de-baza-test,2022,Sesiunea de baza,,III.essay,III,essay,essay,6,"SUBIECTUL al III-lea (15 puncte) Studiază sursele A-D. REPERE CRONOLOGICE (A) 1928 – A. Fleming descoperă penicilina 1931 – inventat cauciucul sintetic 1933 – construit primul microscop electronic 1934 – descoperirea radioactivității artificiale 1935 – inventarea radarului 1945 – primul computer 1953 – este descoperită structura ADN 1961 – primul om lansat în spațiu 1972 – primul calculator de buzunar 1991 – lansarea rețelei www. SURSA B. „ […] Noua știință și tehnică se gasesc întruchipate organic în structura bazei materiale a producției industriale, inclusiv în construcții, transporturi, agricultură, în instrucția ș i calificarea forței de muncă și în activitatea managerială, de organizare și conducere a muncii productive. În prezent, nici un domeniu al vieții sociale nu se poate dispensa de aportul științei, în caz contrar societatea respectivă este sortită înapoieri i economice și degradării condiției umane. Știința pulsează hotărâtor în viața economică, social -politică, influentează inclusiv sfera întregii creații spirituale, devenind dimensiunea esentială a culturii și civilizației contemporane.” (Igor Casapciuc, Știința românească în perioada interbelică și postbelică) SURSA C. „ […] La începutul secolului XX asistăm la o dezvoltare fără precedent a industriei automobilului mai ales în ţările dezvoltate. Astfel, firmele americane constructoare de automobile, precum Ford şi General Motors , cunosc o dezvoltare rapidă fără precedent. Astfel, între 1908 şi 1927, automobilul Ford Model T va revoluţiona istoria automobilului, atât prin schimbările în design, cât mai ales prin producţia de mare serie în care este realiza t şi aceasta folosind o linie de asamblare, ajungând că în 1914 să fie vândute 250.000 de bucăţi.[…] Dacă la începutul secolului XX existau câteva zeci de mii, la începutul perioadei postbelice existau pe plan mondial peste 500 mii de automobile, ca în 2007 producţia mondială anuală să depăşească 70 de mln de unităţi.” (Roxana Veliche, historia.ro) SURSA D. „Nici o perioadă din istorie nu a fost mai dependentă și mai pătrunsă de științele naturale decât secolul XX. […] Inovațiile științei, odată ce au fos t realizate, ele au fost aproape imediat traduse în tehnologii practice. Astfel, tranzistorii au apărut ca un subprodus al cercetărilor în fizica solidelor, așa s-a întâmplat și cu laserul. Realizate pentru prima oară în laborator în 1960, au ajuns pe la începutul anilor 80 la consumator sub forma compact discului (CD-ului).” (E. Hobsbawm, O istorie a secolului XX) Item Punctaj Utilizează sursele pentru a argumenta, într-un text coerent, afirmația: Dezvoltarea științifică și tehnologică a secolului XX a schimbat viața societății umane. Notă: În elaborarea textului vei: - folosi sursele propuse; - respecta coerența textului cu structura: introducere, cuprins, concluzie; - formula cel puțin trei argumente; - utiliza în argumentare referințe cu privire la personalități sau repere cronologice; - formula un mesaj corect din punct de vedere științific. 2 2 3 2 3 4 5 6 7 2",!Teste examene 2016 - 2024/2022/Sesiunea de baza/09_ist_test_ro_sb22.pdf,pdfs/2022-sesiunea-de-baza-test.pdf#page=6
9,2022-suplimentara-test-i-1,2022-suplimentara-test,2022,Suplimentara,,I.1,I,1,item,3,1 Studiază timbrul poștal. Numește un fapt istoric în cinstea căruia a fost emis timbrul poștal. Argumentează răspunsul. Inscripție: MOLDOVA – MEMBRU AL O.N.U. 1992 2 3,!Teste examene 2016 - 2024/2022/Suplimentara/09_ist_test_ro_ss22.pdf,pdfs/2022-suplimentara-test.pdf#page=3
9,2022-suplimentara-test-i-2,2022-suplimentara-test,2022,Suplimentara,,I.2,I,2,item,3,2 Studiază imaginea. Numește o ramură industrială dezvoltată în perioada postbelică în Franța. Argumentează răspunsul. Avionul supersonic ”CONCORDE” 2 3,!Teste examene 2016 - 2024/2022/Suplimentara/09_ist_test_ro_ss22.pdf,pdfs/2022-suplimentara-test.pdf#page=3
9,2022-suplimentara-test-i-3,2022-suplimentara-test,2022,Suplimentara,,I.3,I,3,item,3,3 Studiază imaginea. Apreciază importanța personalității reprezentate pentru cultura națională. Argumentează răspunsul. Inscripție: 2022 - Anul Cultural EUGEN DOGA 2 3,!Teste examene 2016 - 2024/2022/Suplimentara/09_ist_test_ro_ss22.pdf,pdfs/2022-suplimentara-test.pdf#page=3
9,2022-suplimentara-test-i-4,2022-suplimentara-test,2022,Suplimentara,,I.4,I,4,item,3,"4 Studiază imaginea. Determină un obiectiv al politicii externe a Republicii Moldova, la etapa contemporană. Argumentează răspunsul. , Drapelul Republicii Moldova și drapelul Uniunii Europene 2 3",!Teste examene 2016 - 2024/2022/Suplimentara/09_ist_test_ro_ss22.pdf,pdfs/2022-suplimentara-test.pdf#page=3
9,2022-suplimentara-test-ii-all,2022-suplimentara-test,2022,Suplimentara,,II.all,II,all,section,4,"SUBIECTUL al II-lea (23 de puncte) Studiază materialul suport și realizează sarcinile propuse. SURSA A. REPERE CRONOLOGICE 1919 - Semnarea Tratatului de Pace cu Austria (Saint-Germain) 1920 - Semnarea Tratatului de Pace cu Ungaria (Trianon) 1920 - Semnarea Tratatului de la Paris privitor la Basarabia 1924 - Conferința sovieto-română de la Viena 1924 - Crearea RASSM 1938 - Anexarea Austriei („Anschluss-ul”) 1939 - Semnarea Tratatului de neagresiune sovieto-german SURSA B. „În politica externă, forțele politice românești s -au străduit să creeze un regim de securitat e europeană și sud-est-europeană care să garanteze, sub egida Societății Națiunilor, menținerea statu - quo-lui în Europa și implicit a României Mari, așa cum rezultase ea în urma sistemului versaillez. […] Diplomaţia română este activă şi originală. Un rol important în impulsionarea ei îl are Nicolae Titulescu, un diplomat de excepţie, prin personalitatea căruia România ocupă un rol important în Societatea Naţiunilor […]. În această intenţie, de a crea un sistem de securitate colectivă, Titulescu restabileşte relaţiile diplomatice cu Uniunea Sovietică în 1934, iar în 1936 poartă convorbiri cu Litvinov, ministrul sovietic de externe, pentru un tratat cu URSS […]. […] România și -a bazat securitatea pe acest sistem de alianțe la a cărui creare contribuise. Exclu siv pe acest sistem […]. Faptul a fost o greșeală. Pentru că tot acest edificiu diplomatic a rezistat atâta timp cât au rezistat marile democrații occidentale pe care se sprijinea. Când însă echilibrul între marile puteri europene s-a năruit, odată cu expansiunea fascismului în Europa, a căzut și sistemul de apărare al României.” (Ion Bulei, Scrută istorie a românilor) SURSA C. Alianțele politico-militare ale României: Mica Înțelegere (1921), Înțelegerea Balcanică (1934) Nr. Item Punctaj Utilizează sursele A, B și cunoștințele obținute anterior. 1 Identifică în reperele cronologice (A), un eveniment cu referire la Basarbia __________________________________________________________________ 2 Identifică în reperele cronologice (A) două documente ce atestă recunoașterea diplomatică a României Mari. 1. 2. 2 3 Explică, de ce statul roman a optat pentru democratizarea relațiilor internaționale 4 Caracterizează relațiile româno-sovietice: Până la 1934 După 1934 2 3 4 Utilizează sursa C și cunoștințele obținute anterior. 5 Descrie, utilizând hărțile, două alianțe regionale concepute de diplomația română în cadrul sistemului de securitate colectivă din perioada interbelică. Alianța 1. Alianța 2. 2 3 4 Utilizează sursele A,B,C și cunoștințele obținute anterior. 6 Apreciază activitatea diplomatului Nicolae Titulescu. Formulează două argumente. 2 3 4 5 7 Apreciază pro/ contra afirmația autorului sursei B: Diplomaţia română este activă şi originală. Formulează două argumente 2 3 4 5",!Teste examene 2016 - 2024/2022/Suplimentara/09_ist_test_ro_ss22.pdf,pdfs/2022-suplimentara-test.pdf#page=4
9,2022-suplimentara-test-ii-1,2022-suplimentara-test,2022,Suplimentara,,II.1,II,1,item,5,"1 Identifică în reperele cronologice (A), un eveniment cu referire la Basarbia __________________________________________________________________",!Teste examene 2016 - 2024/2022/Suplimentara/09_ist_test_ro_ss22.pdf,pdfs/2022-suplimentara-test.pdf#page=5
9,2022-suplimentara-test-ii-2,2022-suplimentara-test,2022,Suplimentara,,II.2,II,2,item,5,2 Identifică în reperele cronologice (A) două documente ce atestă recunoașterea diplomatică a României Mari. 1. 2. 2,!Teste examene 2016 - 2024/2022/Suplimentara/09_ist_test_ro_ss22.pdf,pdfs/2022-suplimentara-test.pdf#page=5
9,2022-suplimentara-test-ii-3,2022-suplimentara-test,2022,Suplimentara,,II.3,II,3,item,5,"3 Explică, de ce statul roman a optat pentru democratizarea relațiilor internaționale 4 Caracterizează relațiile româno-sovietice: Până la 1934 După 1934 2 3",!Teste examene 2016 - 2024/2022/Suplimentara/09_ist_test_ro_ss22.pdf,pdfs/2022-suplimentara-test.pdf#page=5
9,2022-suplimentara-test-ii-4,2022-suplimentara-test,2022,Suplimentara,,II.4,II,4,item,5,"4 Utilizează sursele A,B,C și cunoștințele obținute anterior.",!Teste examene 2016 - 2024/2022/Suplimentara/09_ist_test_ro_ss22.pdf,pdfs/2022-suplimentara-test.pdf#page=5
9,2022-suplimentara-test-ii-5,2022-suplimentara-test,2022,Suplimentara,,II.5,II,5,item,5,"5 Descrie, utilizând hărțile, două alianțe regionale concepute de diplomația română în cadrul sistemului de securitate colectivă din perioada interbelică. Alianța 1. Alianța 2. 2 3",!Teste examene 2016 - 2024/2022/Suplimentara/09_ist_test_ro_ss22.pdf,pdfs/2022-suplimentara-test.pdf#page=5
9,2022-suplimentara-test-ii-6,2022-suplimentara-test,2022,Suplimentara,,II.6,II,6,item,5,6 Apreciază activitatea diplomatului Nicolae Titulescu. Formulează două argumente. 2 3 4 5,!Teste examene 2016 - 2024/2022/Suplimentara/09_ist_test_ro_ss22.pdf,pdfs/2022-suplimentara-test.pdf#page=5
9,2022-suplimentara-test-ii-7,2022-suplimentara-test,2022,Suplimentara,,II.7,II,7,item,5,7 Apreciază pro/ contra afirmația autorului sursei B: Diplomaţia română este activă şi originală. Formulează două argumente 2 3 4 5,!Teste examene 2016 - 2024/2022/Suplimentara/09_ist_test_ro_ss22.pdf,pdfs/2022-suplimentara-test.pdf#page=5
9,2022-suplimentara-test-iii-essay,2022-suplimentara-test,2022,Suplimentara,,III.essay,III,essay,essay,6,"SUBIECTUL al III-lea (15 puncte) Studiază sursele A-D. REPERE CRONOLOGICE (A) 1929-1933 – Marea Criză Economică 1933- Hitler devine cancelar al Germaniei 1933-1936 – programul New Deal (Noul Curs) 1935 – Italia a invadat Etiopia 1 septembrie 1939 – începe al II-lea Război Mondial SURSA B. Tabel: Schimbări în indicatorii economici (1929-1933) SUA Marea Britanie Franța Germania Producție industrială -46% -23% -24% -41% Prețuri angro -32% -33% -34% -29% Comerț extern -70% -60% -54% -61% Șomaj +607% +129% +214% +232% SURSA C. „[...] trebuie subliniat că urmările politice ale crizei din 1929 -1933 au fost mai puternice și mai nefaste pentru omenire decât consecințele ei economice. Impactul crizei cu politica a fost deosebit de dur în Occident și în Europa Centrală. În Germania ea a dus la dictatura nazistă, în Franța și Anglia a dus la dezagregarea executivului și înstabilitate ministerială (Paris) și la un reflux electoral în favoarea conservatorilor (Londra). Temerile politice au împiedicat cooperarea economică, esențială în redresarea și restaurarea încrederii.” (Constantin Hlihor, Istoria secolului XX) SURSA D. „În Germania criza economică s-a manifestat mai devastator chiar decât în SUA. Până în 1932 peste 40% dintre germani rămăseseră fără locuri de muncă (în SUA rata șomajului era de numai 25%). [...] În Franța criza a dus la falimentarea a 1 457 de întreprinderi și la reducerea drastică a prețurilor în agricultură, fenomenul șomajului a fost resimțit abia în 1935, când au fost înregistrați 4,2 milioane de șomeri.” (Pricop Oliver Constantin, Criza economică globală și reașezarea centrelor de putere) Item Punctaj Utilizează sursele pentru a argumenta, într-un text coerent, afirmația: Criza economică din 1929-1933 a dereglat profund evoluția societății interbelice. Notă: În elaborarea textului vei: - folosi sursele propuse; - respecta coerența textului cu structura: introducere, cuprins, concluzie; - formula cel puțin trei argumente; - utiliza în argumentare referințe cu privire la personalități sau repere cronologice; - formula un mesaj corect din punct de vedere științific. 2 2 3 2 3 4 5 6 7 2",!Teste examene 2016 - 2024/2022/Suplimentara/09_ist_test_ro_ss22.pdf,pdfs/2022-suplimentara-test.pdf#page=6
9,2023-esantion-test-1-i-1,2023-esantion-test-1,2023,Esantion,Test 1,I.1,I,1,item,3,1 Studiază coperta cărții. Numește un fapt istoric pe care autorul îl poate oferi pentru a justifica titlul lucrării. Argumentează răspunsul. Inscripție: Sufragete 2 3,!Teste examene 2016 - 2024/2023/Esantion/09_IST_TEST1_RO_ES23.pdf,pdfs/2023-esantion-test-1.pdf#page=3
9,2023-esantion-test-1-i-2,2023-esantion-test-1,2023,Esantion,Test 1,I.2,I,2,item,3,2 Studiază titlul articolului. Determină o schimbare importantă în evoluția economică a SUA în perioada interbelică. Argumentează răspunsul. Inscripție: Criză pe strada Wall. Marțea neagră în America. 2 3,!Teste examene 2016 - 2024/2023/Esantion/09_IST_TEST1_RO_ES23.pdf,pdfs/2023-esantion-test-1.pdf#page=3
9,2023-esantion-test-1-i-3,2023-esantion-test-1,2023,Esantion,Test 1,I.3,I,3,item,3,"3 Studiază tabelul. Compară dezvoltarea economică a României cu a altor țări în perioada interbelică. Argumentează răspunsul. 2 3 Tabel: Venitul național pe cap de locuitor (dolari), 1938 Țara Venitul național Marea Britanie 512 Iugoslavia 106 România 110 Polonia 94 Bulgaria 89 Turcia 62",!Teste examene 2016 - 2024/2023/Esantion/09_IST_TEST1_RO_ES23.pdf,pdfs/2023-esantion-test-1.pdf#page=3
9,2023-esantion-test-1-i-4,2023-esantion-test-1,2023,Esantion,Test 1,I.4,I,4,item,3,"4 Studiază harta. Numește scopul constituirii Micii Înțelegeri. Argumentează răspunsul. Legendă: URSS, Bulgaria, Ungaria – state revizioniste 2 3",!Teste examene 2016 - 2024/2023/Esantion/09_IST_TEST1_RO_ES23.pdf,pdfs/2023-esantion-test-1.pdf#page=3
9,2023-esantion-test-1-ii-all,2023-esantion-test-1,2023,Esantion,Test 1,II.all,II,all,section,4,"SUBIECTUL al II-lea (23 de puncte) Studiază materialul suport și realizează sarcinile propuse. SURSA A. REPERE CRONOLOGICE 29 iulie 1924 - adoptarea Hotărârii Biroului politic al PC(b) din URSS cu privire la crearea RASSM 12 octombrie 1924 – Hotărârea Sesiunii a III -a a Comitetului Executiv Central din Ucraina cu privire la constituirea RASSM în compon ența Ucrainei Sovietice 23 aprilie 1925 – adoptarea Constituției RASSM 1932-1933 – Foametea în RASSM 1937-1938 – perioada de vârf a Marii Terori 27 februarie 1938 - Hotărârea cu privire la trecerea scrisului moldovenesc de la grafia latină la cea chirilică SURSA B. „[...] Crearea acestei republici va genera o serie întreagă de consecințe de ordin intern (din punct de vedere al intereselor nemijlocite ale URSS) și internațional. Republica Moldovenească ar putea juca același rol de factor p olitico-propagandistic pe care îl joacă Republica Belorusă față de Polonia și cea Carelă – față de Finlanda. Ea ar putea focaliza atenția și ar crea pretexte evidente în pretențiile alipirii la Republica Moldovenească a Basarabiei. Din acest punct de v edere, devine imperioasă necesitatea de a crea anume o republică socialistă și nu o regiune autonomă în componența URSS. Unirea teritoriilor de pe ambele maluri ale Nistrului ar servi drept breșă strategică a URSS față de Balcani, pe care URSS le -ar putea folosi drept cap de pod în scopuri militare și politice.” (Din Memoriul cu privire la necesitatea creării RASSM, 4 februarie 1924) SURSA C. „[...] Sovietele urmăresc metodic distrugerea religiei, obiceiurilor ș i a familiei moldovenilor. Li se confiscă produsul muncii lor, li se sechestrează averea [...] și îi silesc cu forța să se înscrie în gospodăriile colecti ve ”colhozuri” [...] De la o vreme guvernul comunist al republicii a dispus ca moldovenii să fie depor tați treptat în Siberia și în regiunea Ar hanghelsk din nordul Siberiei.” (Din Memoriul românilor transnistreni înaintat Ligii Națiunilor, martie 1932) SURSA D. Nr. Item Punctaj Utilizează sursa A și cunoștințele obținute anterior. 1 Numește evenimentul istoric care a încheiat procesul de creare a RASSM. Utilizează sursa B și cunoștințele obținute anterior. 2 Determină, în baza sursei B, două scopuri urmărite de autoritățile sovietice prin constituirea unei republici în stânga Nistrului. Explică răspunsul. 1. 2. 2 3 4 Utilizează sursele A, B și cunoștințele obținute anterior. 3 Explică termenul autonomie. 2 Utilizează sursele A, C și cunoștințele obținute anterior. 4 Descrie, conform modelului propus, două consecințe ale proclamării RASSM. Consecință politică: Consecință economică: 2 3 4 5 Apreciază politica promovată de autoritățile sovietice față de micii proprietari de pământ. Formulează două argumente. 2 3 4 5 6 Formulează, cu trimitere la datele statistice din diagramă (Sursa D), o concluzie despre structura etnică a RASSM. 2 7 Exprimă-ți opinia: De ce a fost adresat Memorandumul către Liga Națiunilor? Formulează două argumente. 2 3 4 5",!Teste examene 2016 - 2024/2023/Esantion/09_IST_TEST1_RO_ES23.pdf,pdfs/2023-esantion-test-1.pdf#page=4
9,2023-esantion-test-1-ii-1,2023-esantion-test-1,2023,Esantion,Test 1,II.1,II,1,item,5,1 Numește evenimentul istoric care a încheiat procesul de creare a RASSM. L 0,!Teste examene 2016 - 2024/2023/Esantion/09_IST_TEST1_RO_ES23.pdf,pdfs/2023-esantion-test-1.pdf#page=5
9,2023-esantion-test-1-ii-2,2023-esantion-test-1,2023,Esantion,Test 1,II.2,II,2,item,5,"2 Determină, în baza sursei B, două scopuri urmărite de autoritățile sovietice prin constituirea unei republici în stânga Nistrului. Explică răspunsul. 1. 2. 2 3",!Teste examene 2016 - 2024/2023/Esantion/09_IST_TEST1_RO_ES23.pdf,pdfs/2023-esantion-test-1.pdf#page=5
9,2023-esantion-test-1-ii-4,2023-esantion-test-1,2023,Esantion,Test 1,II.4,II,4,item,5,"4 Descrie, conform modelului propus, două consecințe ale proclamării RASSM. Consecință politică: Consecință economică: 2 3 4",!Teste examene 2016 - 2024/2023/Esantion/09_IST_TEST1_RO_ES23.pdf,pdfs/2023-esantion-test-1.pdf#page=5
9,2023-esantion-test-1-ii-3,2023-esantion-test-1,2023,Esantion,Test 1,II.3,II,3,item,5,3 Explică termenul autonomie.,!Teste examene 2016 - 2024/2023/Esantion/09_IST_TEST1_RO_ES23.pdf,pdfs/2023-esantion-test-1.pdf#page=5
9,2023-esantion-test-1-ii-5,2023-esantion-test-1,2023,Esantion,Test 1,II.5,II,5,item,5,5 Apreciază politica promovată de autoritățile sovietice față de micii proprietari de pământ. Formulează două argumente. 2 3 4 5,!Teste examene 2016 - 2024/2023/Esantion/09_IST_TEST1_RO_ES23.pdf,pdfs/2023-esantion-test-1.pdf#page=5
9,2023-esantion-test-1-ii-6,2023-esantion-test-1,2023,Esantion,Test 1,II.6,II,6,item,5,"6 Formulează, cu trimitere la datele statistice din diagramă (Sursa D), o concluzie despre structura etnică a RASSM. 2",!Teste examene 2016 - 2024/2023/Esantion/09_IST_TEST1_RO_ES23.pdf,pdfs/2023-esantion-test-1.pdf#page=5
9,2023-esantion-test-1-ii-7,2023-esantion-test-1,2023,Esantion,Test 1,II.7,II,7,item,5,7 Exprimă-ți opinia: De ce a fost adresat Memorandumul către Liga Națiunilor? Formulează două argumente. 2 3 4 5,!Teste examene 2016 - 2024/2023/Esantion/09_IST_TEST1_RO_ES23.pdf,pdfs/2023-esantion-test-1.pdf#page=5
9,2023-esantion-test-1-iii-essay,2023-esantion-test-1,2023,Esantion,Test 1,III.essay,III,essay,essay,6,"SUBIECTUL al III-lea (15 puncte) Studiază sursele A-C. SURSA A. „Joi, 24 octombrie 1929 este pr ima din zilele pe care istoria […] le identifică cu panica din 1929 […]. Incertitudinea conducea din ce în ce mai mulți oameni să încerce să vândă […] rumoarea cuprindea Wall Streeet -ul și străzile adiacente. Acțiunile se vindeau acum pe nimic. Bursele din Chicago și Buffalo se închiseseră.” (J.K.Galbraith, Marele crah, 1929) SURSA B. „În Germania criza economică s -a manifestat mai devastator chiar decât în SUA, până în 1932 peste 40% dintre germani rămăseseră fără locuri de muncă (în SUA rata șomajului era de numai 25 %). […] În Franța criza a dus la falimentarea a 1457 de întreprinderi și la reducerea drastică a prețurilor în agricultură, fenomenul șomajului a fost resimțit abia în 1935 când au fost înregistrați 4,2 milioane de șomeri.” ( Pricop Oliver Constantin, Criza economică globală și reașezarea centrelor de putere ) SURSA C. „[…] “Criza preţurilor” s -a făcut simţită la nivelul comerţului exterior, prin scăderea impresionantă a preţurilor produselor exportate de România pe pieţele internaţionale: cereale, petrol, lemn, vite. Când se vorbeşte de scăderea preţurilor, percepţia populaţiei este că se întâmplă un lucru bun, dar a urmat „criza veniturilor”. […] Toţi cei care exportau atât producătorii agricoli, cât şi cei din industrie, au suferit o căde re a veniturilor. […] Anul 1929 a fost un an agricol foarte bun. […] Dar, dintr -o producţie mare s -au obţinut venituri mici. Pentru că nu au mai putut să exporte, producătorii […] nu şi -au mai acoperit cheltuielile de producţie, fapt ce a determinat apariţia „crizei de consum”. Angajaţii din economie şi agricultură, salariaţii publici, liber profesioniştii, cei din învăţământ şi sănătate au resimţit reducerea veniturilor, scăderea puterii de cumpărare. A urmat „criza producţiei”, scăzând puterea de cumpărar e şi consumul, producţia internă, de asemenea, s -a prăbuşit şi ea. Comerţul a fost destabilizat, volumul vânzărilor a scăzut (…). Cu marfa nevândută, s -a ajuns la „criză de producţie”. Cu depozitele pline de marfă şi fără cumpărători, fabricanţii nu mai investeau în materii prime şi în mână de lucru, a fost „criza locurilor de muncă”. (Mugur Isărescu, Consideraţii privind Marea Criză Economică din 1929 – 1933) Item Punctaj Utilizează sursele pentru a argumenta, într-un text coerent, afirmația: Marea criză economică din 1929-1933 a produs efecte distructive. Notă: Formulează cel puțin trei argumente. 2 2 3 2 3 4 5 6 7 2",!Teste examene 2016 - 2024/2023/Esantion/09_IST_TEST1_RO_ES23.pdf,pdfs/2023-esantion-test-1.pdf#page=6
9,2023-esantion-test-2-i-1,2023-esantion-test-2,2023,Esantion,Test 2,I.1,I,1,item,3,1 Studiază coperta cărții. Numește un fapt istoric pe care autorul îl poate oferi pentru a justifica titlul lucrării. Argumentează răspunsul. 2 3,!Teste examene 2016 - 2024/2023/Esantion/09_IST_TEST2_RO_ES23.pdf,pdfs/2023-esantion-test-2.pdf#page=3
9,2023-esantion-test-2-i-2,2023-esantion-test-2,2023,Esantion,Test 2,I.2,I,2,item,3,2 Studiază posterul. Formulează o caracteristică specifică regimurilor totalitare interbelice. Argumentează răspunsul. Inscripție: Înainte spre victoria comunismului! 2 3,!Teste examene 2016 - 2024/2023/Esantion/09_IST_TEST2_RO_ES23.pdf,pdfs/2023-esantion-test-2.pdf#page=3
9,2023-esantion-test-2-i-3,2023-esantion-test-2,2023,Esantion,Test 2,I.3,I,3,item,3,3 Studiază timbrul poștal. Determină importanța evenimentului reflectat în conținut. Argumentează răspunsul. Imaginea lui Neil Armstrong pe un timbru poștal din Republica Moldova 2 3,!Teste examene 2016 - 2024/2023/Esantion/09_IST_TEST2_RO_ES23.pdf,pdfs/2023-esantion-test-2.pdf#page=3
9,2023-esantion-test-2-i-4,2023-esantion-test-2,2023,Esantion,Test 2,I.4,I,4,item,3,4 Studiază imaginea. Formulează o cauză a adoptării stemei de stat a Republicii Moldova. Argumentează răspunsul. 2 3,!Teste examene 2016 - 2024/2023/Esantion/09_IST_TEST2_RO_ES23.pdf,pdfs/2023-esantion-test-2.pdf#page=3
9,2023-esantion-test-2-ii-all,2023-esantion-test-2,2023,Esantion,Test 2,II.all,II,all,section,4,"SUBIECTUL al II-lea (23 de puncte) Studiază materialul suport și realizează sarcinile propuse. TERMEN: Sistemul de la Versailles - noua ordine internațională edificată de statele învingătoare după primul război mondial prin semnarea tratatelor de pace cu statele învinse. SURSA A. REPERE CRONOLOGICE 1919: fondarea Societății/ Ligii Națiunilor 1919: semnarea Tratatului de Pace cu Austria (Saint-Germain) 1920: se mnarea Tratatului de Pace cu Ungaria (Trianon) 1932: lansarea programului “Noul curs” 1933: Hitler este numit cancelar al Germaniei 1935: Hitler introduce serviciul militar obligatoriu 1936: semnarea Pactului Anticomintern 1938: anexarea Austriei („Anschluss-ul”) 1938: adoptarea Constituției lui Carol al II -lea 1939: semnarea Tratatului de neagresiune sovieto-german SURSA B. Art.80, 81, 87: Germania recunoaște independenţa şi frontierele Austriei, Cehoslovaciei, Poloniei. Art.119: Germania renunță la drepturile ei asupra coloniilor. Art.160: Armata germană nu poate depăşi cifra de 100 000 de oameni. Art.173: Serviciul militar este abolit. Art.198: Forțele militare ale Germaniei nu vor trebui să cuprindă nici o aviaţie militară sau marină. Art.231: Germania recunoaște că ea și aliații ei sunt responsabili de toate pierderile și sacrificiile. (Extrase din Tratatul de la Versailles, 28 iunie 1919) SURSA C. SURSA D. Nr. Item Punctaj Utilizează sursa A și cunoștințele obținute anterior. 1. Identifică, în sursa A, două tratate componente ale Sistemului de la Versailles. 2 Utilizează sursa B și cunoștințele obținute anterior. 2. Explică termenul tratat. 2 3. Descrie contextul în care a fost semnat Tratatul de la Versailles, din 28 iunie 1919. 2 4. Explică consecințele prevederilor din tratat pentru dezvoltarea Germaniei în plan: - economic: - politic: 2 3 4 Utilizează sursele C, D și cunoștințele obținute anterior. 5. Demonstrează că harta politică a Europei, conform Sistemului de la Versailles, a cunoscut schimbări importante. Exemplifică cu trimitere la: România: Polonia: 2 3 4 Utilizează sursele propuse și cunoștințele obținute anterior. 6. Identifică în reperele cronologice propuse două evenimente ce reflectă încălcarea Sistemului de la Versailles de către Germania. Argumentează răspunsul. 1. 2. 2 3 4 7. Apreciază rolul Sistemului de la Versailles în menținerea păcii. Formulează două argumente. 2 3 4 5",!Teste examene 2016 - 2024/2023/Esantion/09_IST_TEST2_RO_ES23.pdf,pdfs/2023-esantion-test-2.pdf#page=4
9,2023-esantion-test-2-ii-1,2023-esantion-test-2,2023,Esantion,Test 2,II.1,II,1,item,5,"1. Identifică, în sursa A, două tratate componente ale Sistemului de la Versailles.",!Teste examene 2016 - 2024/2023/Esantion/09_IST_TEST2_RO_ES23.pdf,pdfs/2023-esantion-test-2.pdf#page=5
9,2023-esantion-test-2-ii-2,2023-esantion-test-2,2023,Esantion,Test 2,II.2,II,2,item,5,2 Utilizează sursa B și cunoștințele obținute anterior.,!Teste examene 2016 - 2024/2023/Esantion/09_IST_TEST2_RO_ES23.pdf,pdfs/2023-esantion-test-2.pdf#page=5
